county_fips,poverty_estimate,poverty_percent,median_household_income,percent_uninsured,population_2022
28007,3 933,"22,9",44 404,,17509
28009,1 723,"23,1",43 247,,7550
28011,8 072,"29,1",39 984,,29370
28013,2 850,"22,8",44 172,,12781
28015,1 850,"20,3",49 397,,9731
28017,3 633,"22,3",43 776,,16812
28019,1 519,"19,3",49 225,,8037
28021,2 568,"33,2",35 591,,8805
28023,3 366,"22,3",46 524,,15271
28025,3 958,"21,9",43 451,,18380
28027,7 043,"35,9",36 071,,20197
28029,6 845,"25,6",43 308,,27719
28031,3 774,"21,3",46 630,,18098
28033,18 722,"9,8",79 967,,191723
28035,16 194,"22,4",51 344,,78110
28037,1 514,"20,0",47 165,,7642
28039,3 815,"15,4",61 956,,25206
28041,2 454,"22,7",52 585,,13552
28043,4 133,"20,0",46 718,,21088
28045,6 839,"15,0",59 874,,46094
28047,39 771,"19,3",55 916,,211044
28049,47 221,"22,6",47 479,,217730
28051,5 242,"34,5",31 972,,16121
28053,2 339,"32,3",33 148,,7333
28055,329,"42,3",36 922,,1273
28057,2 985,"13,3",56 484,,23903
28059,22 460,"15,7",61 515,,144975
28061,3 240,"20,3",44 810,,16167
28063,2 298,"34,1",33 852,,7087
28065,3 432,"31,3",36 642,,11088
28067,11 855,"18,3",58 000,,66569
28069,2 163,"27,7",39 856,,8654
28071,9 234,"17,8",61 736,,57615
28073,9 837,"15,1",62 326,,65783
28075,16 097,"23,7",49 351,,70904
28077,2 410,"20,7",46 407,,11713
28079,4 456,"21,5",46 429,,21135
28081,11 046,"13,5",58 266,,82959
28083,8 835,"34,4",35 520,,26570
28085,7 059,"20,6",48 596,,34717
28087,10 777,"19,3",49 344,,57603
28089,11 823,"10,9",80 641,,111113
28091,4 994,"21,4",44 129,,24050
28093,6 219,"19,4",52 162,,34110
28095,5 045,"15,3",51 754,,33577
28097,2 285,"24,2",42 195,,9530
28099,6 533,"23,3",50 331,,28673
28101,3 922,"19,5",47 320,,21029
28103,2 751,"28,0",36 608,,9990
28105,10 762,"23,6",47 284,,51427
28107,7 896,"24,5",40 595,,32661
28109,9 833,"17,6",55 830,,57261
28111,2 133,"18,9",45 071,,11368
28113,9 923,"25,7",40 945,,39644
28115,5 466,"17,6",51 086,,31389
28117,3 951,"16,8",49 217,,24792
28119,1 749,"31,4",40 255,,5701
28121,15 716,"10,3",72 906,,158979
28123,6 264,"22,8",45 764,,27707
28125,1 203,"35,1",36 375,,3488
28127,4 117,"16,4",50 994,,25587
28129,2 411,"17,3",51 746,,14092
28131,3 164,"18,2",54 283,,18669
28133,6 688,"32,3",38 423,,24811
28135,3 214,"31,1",39 009,,12035
28137,5 004,"18,5",58 623,,28296
28139,3 335,"16,0",52 635,,21431
28141,2 724,"14,9",51 652,,18619
28143,2 610,"27,9",37 694,,9458
28145,3 852,"13,8",56 050,,28125
28147,2 614,"19,2",40 828,,13761
28149,8 250,"19,6",52 117,,42649
28151,11 375,"27,3",39 690,,42514
28153,5 115,"26,1",43 562,,19681
28155,1 887,"19,2",51 249,,9993
28157,2 238,"31,3",36 798,,8143
28159,3 734,"21,9",50 082,,17543
28161,2 176,"18,1",45 658,,12364
28163,7 948,"37,1",39 620,,25948
29001,6 334,"28,2",46 433,,25165
29003,1 418,"8,0",72 630,,18003
29005,629,"12,4",57 883,,5182
29007,4 127,"17,7",56 305,,24434
29009,5 728,"16,6",49 968,,34926
29011,1 762,"15,2",49 857,,11694
29013,2 605,"16,5",57 291,,16177
29015,2 937,"14,7",51 473,,20224
29017,1 228,"11,9",53 932,,10518
29019,29 565,"16,7",63 981,,187690
29021,13 932,"17,6",56 751,,82911
29023,8 078,"19,6",44 853,,42179
29025,1 088,"12,5",56 660,,8933
29027,4 379,"10,6",72 398,,44762
29029,5 405,"12,5",63 703,,43768
29031,11 048,"14,0",64 118,,82899
29033,1 185,"14,3",56 818,,8423
29035,1 017,"19,5",42 907,,5268
29037,8 972,"8,2",77 805,,110394
29039,2 351,"16,4",45 952,,14601
29041,934,"13,1",56 633,,7386
29043,7 730,"8,4",73 616,,93114
29045,858,"13,0",63 249,,6723
29047,19 491,"7,7",78 930,,257033
29049,2 655,"12,7",68 337,,21328
29051,7 108,"9,8",70 837,,76969
29053,1 773,"11,1",63 247,,16772
29055,3 406,"15,3",52 536,,22659
29057,1 373,"18,4",49 386,,7660
29059,2 755,"15,9",49 830,,17626
29061,1 266,"15,3",53 639,,8435
29063,1 169,"12,7",66 880,,11336
29065,2 550,"17,9",52 945,,14467
29067,2 188,"18,5",43 694,,11975
29069,6 882,"25,9",39 688,,27406
29071,9 199,"8,8",65 779,,105879
29073,2 031,"14,0",59 287,,14768
29075,908,"14,8",52 653,,6253
29077,44 048,"15,0",55 751,,303293
29079,1 710,"18,0",48 457,,9838
29081,1 321,"16,4",51 910,,8199
29083,3 098,"14,0",54 177,,22438
29085,1 747,"20,8",43 468,,8630
29087,496,"11,9",51 295,,4262
29089,1 460,"15,6",53 862,,10168
29091,7 640,"19,2",44 858,,40631
29093,1 748,"19,2",44 329,,9414
29095,105 642,"15,0",62 509,,716531
29097,21 971,"18,1",53 548,,124075
29099,20 356,"9,0",78 297,,229336
29101,6 941,"13,6",60 086,,54368
29103,577,"15,6",49 552,,3776
29105,5 375,"15,0",53 224,,36313
29107,3 568,"11,0",70 457,,32961
29109,5 072,"13,3",58 031,,38683
29111,1 204,"13,6",57 053,,9891
29113,6 143,"9,9",77 913,,63155
29115,1 564,"13,5",52 831,,11820
29117,1 896,"14,5",56 654,,14402
29119,3 689,"15,8",50 100,,23588
29121,2 074,"14,0",52 847,,15049
29123,2 228,"18,1",47 068,,12753
29125,1 290,"15,5",54 815,,8431
29127,3 378,"12,4",57 635,,28438
29129,509,"15,1",49 715,,3437
29131,3 142,"12,6",61 711,,25403
29133,2 710,"24,8",42 364,,11688
29135,1 655,"11,4",64 519,,15220
29137,1 162,"13,7",50 276,,8652
29139,1 660,"14,9",56 538,,11470
29141,4 121,"19,3",51 700,,21785
29143,2 653,"17,3",48 162,,15695
29145,8 726,"14,8",57 423,,60011
29147,3 332,"17,4",57 507,,20670
29149,1 786,"20,8",45 273,,8732
29151,1 088,"8,3",69 094,,13399
29153,1 869,"21,1",44 242,,8940
29155,4 356,"30,0",38 456,,14841
29157,2 138,"11,5",63 127,,18858
29159,5 526,"13,1",58 827,,43353
29161,6 676,"15,7",54 740,,45313
29163,2 438,"15,0",59 081,,17664
29165,9 020,"8,3",93 925,,110534
29167,5 592,"17,7",53 693,,32693
29169,5 331,"12,3",61 718,,53941
29171,752,"16,4",49 532,,4666
29173,967,"9,4",65 016,,10420
29175,3 777,"16,8",48 762,,24622
29177,2 876,"12,6",70 506,,23107
29179,1 268,"21,8",44 409,,6006
29181,2 361,"22,2",41 587,,10703
29183,21 209,"5,2",98 925,,413803
29185,1 855,"19,8",45 174,,9576
29186,1 801,"10,1",63 786,,18644
29187,11 489,"18,9",48 574,,66969
29189,101 623,"10,5",79 609,,990414
29195,3 188,"15,3",54 623,,23007
29197,599,"15,2",49 508,,4002
29199,527,"11,6",54 961,,4643
29201,6 247,"16,8",57 678,,37840
29203,1 523,"21,4",39 671,,7193
29205,875,"15,2",54 264,,5982
29207,4 201,"15,1",53 391,,28377
29209,4 113,"12,9",56 418,,32136
29211,891,"15,6",52 384,,5840
29213,7 332,"13,5",53 009,,56821
29215,4 533,"19,3",46 622,,25336
29217,3 336,"17,6",51 900,,19651
29219,3 063,"8,3",74 355,,37260
29221,4 376,"19,6",47 636,,23441
29223,2 693,"25,4",41 724,,10792
29225,6 229,"15,7",59 784,,40335
29227,315,"16,4",48 397,,1955
29229,4 317,"22,9",45 017,,19156
29510,59 041,"21,3",52 278,,286578
30001,1 091,"11,7",57 497,,9719
30003,2 877,"22,8",49 113,,12851
30005,1 185,"17,3",53 577,,6936
30007,662,"8,6",67 927,,7793
30009,1 018,"9,2",67 062,,11179
30011,179,"13,2",50 597,,1382
30013,11 401,"13,8",59 184,,84864
30015,930,"15,9",51 137,,5898
30017,1 249,"10,8",64 743,,12032
30019,159,"9,9",57 141,,1628
30021,995,"11,9",60 763,,8830
30023,1 282,"14,0",52 848,,9510
30025,299,"10,0",65 637,,3011
30027,1 396,"12,3",60 466,,11663
30029,11 987,"10,8",66 395,,111814
30031,11 442,"9,5",83 520,,124857
30033,176,"14,7",50 762,,1218
30035,3 474,"25,8",46 270,,13681
30037,160,"19,6",45 622,,835
30039,381,"11,0",58 186,,3502
30041,2 873,"18,4",50 518,,16068
30043,1 007,"8,0",83 697,,12826
30045,250,"11,9",60 677,,2105
30047,5 923,"18,2",57 225,,32853
30049,6 649,"9,2",72 491,,73832
30051,343,"18,0",53 601,,1972
30053,3 686,"17,3",48 432,,21525
30055,237,"14,0",59 086,,1709
30057,885,"9,6",72 487,,9265
30059,295,"15,0",53 724,,2013
30061,628,"12,5",55 979,,5058
30063,10 920,"9,2",68 210,,121041
30065,824,"16,0",55 291,,5197
30067,1 812,"10,3",68 594,,17790
30069,67,"12,8",48 991,,524
30071,630,"15,1",56 043,,4240
30073,1 197,"20,2",51 057,,6078
30075,198,"11,7",54 102,,1725
30077,844,"15,7",60 350,,7051
30079,146,"13,4",49 838,,1107
30081,5 325,"11,3",65 789,,47298
30083,1 104,"9,9",72 974,,11237
30085,2 430,"23,6",48 712,,10572
30087,1 424,"17,8",64 003,,8088
30089,2 298,"17,3",47 976,,13442
30091,446,"12,7",62 982,,3564
30093,5 658,"16,0",58 898,,36068
30095,871,"9,6",81 147,,9177
30097,375,"10,2",68 006,,3715
30099,821,"13,2",57 054,,6368
30101,752,"17,5",49 850,,5082
30103,94,"12,4",60 454,,758
30105,863,"11,7",79 703,,7513
30107,387,"19,6",44 002,,2032
30109,125,"14,1",56 317,,919
30111,15 385,"9,3",78 216,,169852
31001,3 279,"10,9",64 212,,30970
31003,751,"12,1",63 250,,6293
31005,61,"14,1",57 018,,433
31007,77,"11,7",66 584,,660
31009,80,"17,7",54 936,,453
31011,506,"9,6",68 533,,5385
31013,1 212,"11,5",66 762,,10672
31015,246,"14,4",54 443,,1741
31017,345,"12,1",55 394,,2872
31019,6 265,"13,0",67 809,,50586
31021,764,"11,5",58 125,,6755
31023,721,"8,7",76 417,,8427
31025,1 600,"6,0",93 195,,27122
31027,674,"8,2",69 033,,8371
31029,347,"9,5",64 985,,3772
31031,648,"12,0",58 017,,5464
31033,1 130,"12,0",56 604,,9511
31035,591,"9,9",64 251,,6049
31037,953,"9,2",69 549,,10444
31039,835,"9,5",65 809,,8929
31041,1 147,"11,1",60 328,,10476
31043,2 424,"11,7",65 986,,21042
31045,1 213,"16,2",52 621,,8241
31047,2 864,"12,1",62 089,,23884
31049,232,"12,2",56 099,,1902
31051,512,"9,6",61 144,,5464
31053,3 843,"10,6",68 267,,36997
31055,69 886,"12,2",74 424,,586327
31057,205,"13,1",58 441,,1590
31059,495,"9,2",68 532,,5553
31061,363,"12,8",59 400,,2873
31063,383,"15,3",58 241,,2633
31065,617,"13,6",54 213,,4575
31067,2 171,"10,2",64 406,,21583
31069,303,"16,8",51 734,,1837
31071,210,"12,2",51 530,,1801
31073,169,"9,5",67 697,,1808
31075,62,"10,8",63 469,,576
31077,240,"10,9",58 561,,2227
31079,7 017,"11,5",66 277,,62097
31081,738,"7,9",75 369,,9429
31083,315,"10,5",62 104,,3054
31085,136,"16,1",60 141,,849
31087,370,"14,5",54 488,,2598
31089,1 273,"12,8",60 502,,10043
31091,62,"9,1",53 537,,686
31093,536,"8,4",69 423,,6515
31095,743,"10,6",59 478,,7154
31097,560,"13,4",60 549,,5287
31099,536,"8,1",74 686,,6690
31101,936,"11,4",60 608,,8269
31103,164,"20,9",51 579,,787
31105,414,"12,8",55 797,,3315
31107,1 280,"15,6",54 880,,8336
31109,38 884,"12,5",68 358,,324756
31111,3 923,"11,9",62 442,,33685
31113,72,"10,7",68 723,,675
31115,98,"16,4",60 487,,599
31117,56,"15,1",52 774,,372
31119,4 489,"13,1",63 482,,35368
31121,697,"9,2",68 754,,7721
31123,619,"14,0",58 889,,4527
31125,371,"11,4",62 863,,3326
31127,911,"13,8",61 933,,7035
31129,435,"10,9",57 278,,4041
31131,1 576,"9,9",70 433,,16198
31133,328,"13,2",55 584,,2528
31135,299,"10,7",67 296,,2829
31137,831,"9,5",66 287,,8988
31139,681,"9,4",70 906,,7332
31141,3 361,"9,9",67 132,,34296
31143,397,"7,8",70 813,,5166
31145,1 199,"11,7",60 108,,10573
31147,960,"12,8",56 121,,7705
31149,172,"14,1",55 648,,1245
31151,1 237,"9,0",72 948,,14116
31153,11 259,"5,8",98 619,,196553
31155,1 687,"7,4",86 179,,23118
31157,5 280,"15,3",56 853,,35603
31159,1 253,"7,6",77 778,,17692
31161,709,"14,6",55 388,,4996
31163,384,"13,1",58 456,,2980
31165,181,"16,1",60 806,,1127
31167,461,"8,2",75 068,,5717
31169,547,"11,4",61 125,,4885
31171,90,"13,5",58 818,,671
31173,1 256,"19,7",57 129,,6507
31175,516,"12,8",55 050,,4073
31177,1 493,"7,1",87 368,,21167
31179,1 135,"13,3",65 664,,9871
31181,368,"11,3",62 679,,3336
31183,115,"14,7",55 951,,785
31185,1 488,"11,0",68 440,,14354
32001,2 556,"10,1",70 149,,25843
32003,304 986,"13,3",70 838,,2322985
32005,4 170,"8,4",91 960,,49628
32007,4 760,"8,9",88 757,,54046
32009,109,"14,7",57 501,,744
32011,199,"10,7",80 291,,1863
32013,1 663,"9,7",80 255,,17272
32015,602,"10,5",90 190,,5766
32017,530,"12,4",63 978,,4482
32019,6 757,"11,0",74 741,,61585
32021,727,"16,3",55 704,,4525
32023,7 936,"14,8",51 933,,54738
32027,755,"15,1",65 315,,6462
32029,299,"7,2",90 171,,4170
32031,50 322,"10,3",80 245,,496745
32033,912,"11,3",67 639,,8788
32510,7 235,"13,1",62 859,,58130
33001,5 552,"8,7",77 531,,64781
33003,4 843,"9,4",71 981,,52199
33005,6 432,"8,7",76 227,,77350
33007,3 810,"12,7",52 292,,31504
33009,8 774,"10,2",81 205,,91126
33011,27 790,"6,6",96 415,,426594
33013,11 090,"7,4",84 898,,156020
33015,17 191,"5,4",107 445,,319424
33017,11 209,"9,0",82 845,,132275
33019,4 273,"9,9",74 700,,43958
34001,30 748,"11,4",76 108,,275638
34003,66 461,"7,0",113 885,,952997
34005,29 915,"6,6",100 188,,466103
34007,64 621,"12,4",81 372,,524907
34009,9 063,"9,6",80 845,,95634
34011,22 152,"15,5",60 892,,151356
34013,128 727,"15,6",74 747,,849477
34015,22 578,"7,6",97 851,,306601
34017,98 969,"14,2",82 361,,703366
34019,5 227,"4,1",137 334,,129777
34021,38 810,"10,6",94 832,,380688
34023,69 157,"8,2",102 073,,861418
34025,40 420,"6,3",117 699,,644098
34027,22 171,"4,4",131 562,,511151
34029,72 554,"11,2",81 152,,655735
34031,62 652,"12,4",78 779,,513936
34033,6 898,"10,7",76 005,,65117
34035,17 692,"5,1",134 735,,346875
34037,8 578,"5,9",111 308,,146084
34039,54 080,"9,6",96 483,,569815
34041,7 628,"7,0",97 729,,110926
35001,92 866,"14,0",65 034,,672508
35003,753,"19,8",44 247,,3827
35005,12 152,"19,6",47 855,,63894
35006,7 313,"29,6",45 674,,26950
35007,2 148,"18,5",49 966,,12246
35009,8 131,"17,5",52 463,,47532
35011,317,"18,8",45 208,,1693
35013,50 613,"23,2",52 011,,223337
35015,7 904,"13,3",65 063,,60400
35017,5 330,"19,7",47 099,,27686
35019,883,"23,8",43 862,,4310
35021,104,"16,6",45 217,,628
35023,988,"25,2",43 610,,4003
35025,12 954,"18,5",59 194,,72452
35027,3 517,"17,4",54 344,,20411
35028,704,"3,7",139 217,,19187
35029,6 570,"26,4",38 796,,25749
35031,22 063,"31,9",43 720,,69830
35033,872,"21,0",45 155,,4169
35035,12 722,"19,6",52 787,,68823
35037,1 996,"23,6",39 885,,8546
35039,7 214,"18,1",56 353,,40048
35041,3 142,"17,6",47 854,,18934
35043,15 683,"10,3",82 862,,153501
35045,26 630,"22,4",51 898,,120418
35047,6 061,"23,4",47 675,,26953
35049,18 396,"12,0",72 836,,155664
35051,2 516,"22,4",40 420,,11436
35053,3 749,"24,6",42 280,,16115
35055,6 319,"18,4",48 462,,34580
35057,3 071,"20,3",48 322,,15454
35059,665,"18,9",48 545,,3980
35061,14 404,"18,8",53 275,,78080
36001,41 781,"14,0",76 997,,315811
36003,7 659,"18,5",55 466,,46694
36005,372 320,"27,6",45 864,,1379946
36007,35 947,"19,5",60 533,,197117
36009,12 031,"16,2",52 383,,76439
36011,9 386,"13,0",64 129,,74998
36013,21 515,"17,6",55 644,,126027
36015,12 033,"15,3",56 664,,81426
36017,5 452,"11,9",60 755,,46458
36019,10 047,"13,6",65 272,,78753
36021,6 648,"11,1",83 533,,61286
36023,6 401,"15,1",58 274,,46126
36025,6 229,"14,6",61 424,,44740
36027,25 435,"9,0",90 740,,297545
36029,122 456,"13,2",69 888,,950312
36031,4 576,"12,9",62 376,,36910
36033,6 905,"15,7",59 192,,46373
36035,6 454,"12,5",61 512,,52669
36037,5 613,"10,0",68 973,,57535
36039,5 115,"11,2",71 433,,48061
36041,546,"10,7",62 149,,5118
36043,7 195,"12,3",62 197,,59822
36045,15 329,"14,0",58 763,,116637
36047,508 254,"19,8",73 244,,2590516
36049,3 627,"13,7",64 452,,26699
36051,6 013,"10,5",75 077,,61516
36053,6 748,"10,8",69 851,,67097
36055,100 844,"13,9",68 169,,752035
36057,6 694,"13,7",58 176,,49623
36059,75 800,"5,6",135 528,,1383726
36061,266 257,"17,2",95 514,,1596273
36063,29 821,"14,4",63 565,,210880
36065,34 520,"15,8",63 894,,228846
36067,61 353,"13,6",70 939,,468249
36069,10 547,"9,6",76 601,,112707
36071,57 032,"14,4",88 532,,405941
36073,4 268,"11,2",62 900,,39318
36075,19 649,"17,4",59 335,,118287
36077,7 081,"13,3",68 962,,60636
36079,6 116,"6,3",112 167,,98045
36081,295 825,"13,1",80 180,,2278029
36083,17 178,"11,2",80 040,,159853
36085,54 478,"11,2",91 582,,491133
36087,48 087,"14,4",99 839,,339022
36089,17 074,"17,5",59 451,,107733
36091,15 356,"6,5",93 341,,238797
36093,17 868,"11,6",74 206,,160093
36095,2 888,"10,1",67 975,,30063
36097,2 006,"11,5",63 233,,17650
36099,4 264,"13,6",65 354,,32882
36101,11 667,"12,8",60 558,,92599
36103,100 921,"6,8",119 253,,1525465
36105,12 527,"16,4",63 733,,79658
36107,4 950,"10,5",76 197,,47772
36109,14 405,"16,0",72 025,,104777
36111,28 283,"16,2",79 340,,182319
36113,6 569,"10,1",69 849,,65599
36115,6 150,"10,6",67 013,,60841
36117,10 101,"11,2",70 917,,91125
36119,90 385,"9,3",108 037,,990427
36121,4 468,"12,1",65 526,,39666
36123,3 504,"15,0",62 637,,24451
37001,21 639,"12,7",61 034,,176353
37003,4 854,"13,8",67 717,,36512
37005,1 730,"15,6",49 524,,11185
37007,4 538,"22,4",48 284,,22202
37009,3 861,"14,4",54 379,,27110
37011,2 288,"14,8",53 894,,17571
37013,7 815,"17,7",54 415,,44272
37015,3 758,"23,8",44 434,,17240
37017,5 392,"18,5",46 002,,29446
37019,12 872,"8,5",73 536,,153064
37021,32 755,"12,3",67 906,,273589
37023,10 770,"12,6",60 629,,87881
37025,18 756,"8,0",79 649,,235797
37027,12 850,"16,2",53 586,,80492
37029,819,"7,4",82 620,,11088
37031,8 260,"12,1",67 806,,69380
37033,3 515,"16,6",54 215,,22614
37035,19 702,"12,3",63 934,,163462
37037,7 015,"8,9",84 516,,79864
37039,4 403,"15,1",51 607,,29512
37041,2 222,"16,3",55 818,,13940
37043,1 566,"13,6",57 698,,11614
37045,16 448,"16,7",53 170,,100670
37047,9 902,"20,9",45 379,,49885
37049,13 551,"13,9",63 076,,100874
37051,50 909,"15,9",58 013,,336699
37053,2 753,"8,9",76 217,,31015
37055,2 960,"7,9",82 052,,37956
37057,21 311,"12,5",63 590,,172586
37059,4 985,"11,4",63 436,,44090
37061,9 784,"20,2",51 270,,48990
37063,35 109,"11,1",79 524,,332680
37065,9 969,"20,8",48 770,,48301
37067,55 366,"14,7",62 992,,389157
37069,7 968,"10,9",72 415,,74539
37071,27 520,"12,0",65 430,,234215
37073,1 452,"14,2",66 561,,10383
37075,1 167,"14,8",50 301,,7980
37077,6 631,"11,4",74 120,,61903
37079,4 313,"25,3",49 992,,20211
37081,85 573,"16,4",63 822,,546101
37083,9 123,"19,6",44 804,,47848
37085,18 068,"13,3",65 242,,138832
37087,7 163,"11,6",62 374,,62609
37089,14 418,"12,3",65 252,,118106
37091,4 146,"22,8",43 871,,20875
37093,7 761,"14,6",60 903,,53787
37095,812,"20,8",48 068,,4576
37097,18 210,"9,4",73 446,,195897
37099,6 916,"17,6",58 491,,42955
37101,23 285,"10,0",80 612,,234778
37103,1 560,"17,1",56 079,,9233
37105,10 200,"15,8",58 244,,65476
37107,11 408,"21,3",46 410,,54633
37109,8 267,"9,0",78 615,,93095
37111,7 020,"16,1",54 042,,44753
37113,4 662,"12,4",53 832,,38065
37115,3 121,"15,0",54 137,,21768
37117,4 340,"20,4",44 445,,21508
37119,115 511,"10,3",80 645,,1145392
37121,2 356,"15,7",53 555,,15094
37123,4 139,"16,4",55 313,,25894
37125,10 220,"9,8",84 458,,105531
37127,13 636,"14,5",55 406,,95789
37129,26 876,"11,7",70 995,,234921
37131,3 229,"19,6",51 550,,16779
37133,22 869,"12,4",62 190,,207298
37135,18 594,"13,3",87 780,,150477
37137,1 799,"15,5",59 845,,12381
37139,5 922,"15,4",59 066,,40938
37141,6 779,"10,5",73 663,,65737
37143,1 751,"13,4",60 665,,13210
37145,5 397,"13,8",61 302,,39386
37147,32 848,"19,5",57 319,,173542
37149,2 546,"13,0",61 585,,19986
37151,20 479,"14,2",58 037,,146043
37153,9 410,"22,6",44 383,,42778
37155,29 466,"26,1",39 931,,116663
37157,15 436,"17,0",52 494,,91957
37159,21 651,"14,9",61 105,,149645
37161,10 500,"16,4",53 485,,64963
37163,11 707,"20,1",52 248,,59120
37165,7 420,"24,1",45 996,,34162
37167,8 046,"12,9",58 642,,64153
37169,4 683,"10,5",56 259,,45175
37171,12 242,"17,3",49 524,,71403
37173,1 846,"13,5",55 462,,13967
37175,4 362,"13,4",62 173,,33355
37177,639,"19,7",42 514,,3365
37179,17 565,"7,1",95 079,,249070
37181,8 368,"20,1",49 961,,42138
37183,86 727,"7,5",97 099,,1175021
37185,3 695,"20,7",47 170,,18713
37187,2 252,"21,1",46 072,,10828
37189,10 007,"21,0",57 888,,55089
37191,20 467,"18,0",55 635,,117286
37193,12 348,"19,1",48 229,,65784
37195,15 293,"19,7",51 535,,78449
37197,4 478,"12,1",61 464,,37463
37199,2 766,"14,8",54 455,,18811
38001,256,"12,5",57 593,,2115
38003,1 177,"11,5",67 058,,10758
38005,1 441,"25,3",56 605,,5770
38007,102,"10,0",85 947,,1018
38009,587,"9,5",69 351,,6376
38011,257,"9,0",75 386,,2894
38013,207,"9,6",75 931,,2155
38015,9 332,"9,8",83 111,,99280
38017,21 797,"11,8",70 002,,192734
38019,313,"8,9",73 221,,3597
38021,604,"12,8",56 326,,4923
38023,233,"10,9",70 513,,2187
38025,450,"11,4",82 490,,4015
38027,261,"11,6",58 848,,2314
38029,388,"12,2",60 952,,3250
38031,303,"9,2",83 156,,3378
38033,253,"14,8",64 823,,1744
38035,9 118,"13,4",64 914,,72413
38037,448,"20,3",43 988,,2243
38039,260,"12,0",59 332,,2252
38041,276,"12,1",66 192,,2406
38043,356,"14,9",56 951,,2393
38045,398,"9,9",77 744,,4098
38047,265,"14,8",60 695,,1855
38049,614,"12,0",65 378,,5189
38051,344,"14,5",57 614,,2475
38053,1 188,"8,6",84 206,,13908
38055,969,"10,1",79 935,,9824
38057,587,"7,2",90 092,,8333
38059,3 291,"10,0",75 133,,33710
38061,934,"10,1",74 094,,9290
38063,315,"10,9",59 947,,2995
38065,179,"9,7",79 521,,1856
38067,635,"9,6",69 141,,6763
38069,442,"11,6",59 007,,3942
38071,1 437,"13,0",71 307,,11515
38073,425,"7,8",76 130,,5640
38075,188,"8,6",71 271,,2220
38077,1 504,"9,6",74 253,,16580
38079,3 020,"25,7",50 598,,11933
38081,301,"8,0",75 325,,3795
38083,220,"17,2",56 922,,1295
38085,1 196,"33,0",43 721,,3711
38087,81,"12,1",69 249,,672
38089,2 980,"9,3",86 963,,32803
38091,139,"7,8",81 081,,1788
38093,2 162,"10,9",65 633,,21487
38095,204,"10,0",70 656,,2064
38097,654,"8,6",79 065,,7958
38099,1 097,"10,7",67 249,,10438
38101,6 529,"9,8",72 091,,68870
38103,481,"12,5",66 294,,3930
38105,3 009,"8,0",84 145,,38109
39001,5 354,"19,8",49 068,,27420
39003,12 570,"12,9",60 384,,101115
39005,5 393,"10,6",62 037,,52181
39007,16 280,"17,4",52 468,,97014
39009,11 625,"21,6",48 265,,58979
39011,3 790,"8,4",71 669,,45948
39013,10 591,"17,2",55 573,,65509
39015,7 019,"16,3",64 034,,43680
39017,44 146,"11,7",74 841,,388420
39019,3 055,"11,6",62 482,,26659
39021,3 753,"9,8",72 784,,38709
39023,19 944,"15,1",57 264,,134831
39025,18 724,"9,0",79 492,,210805
39027,4 970,"12,2",65 927,,41964
39029,15 017,"15,5",54 167,,100511
39031,5 448,"15,1",50 731,,36571
39033,6 206,"15,2",55 912,,41522
39035,201 450,"16,6",60 808,,1236041
39037,5 539,"10,9",65 643,,51529
39039,4 023,"10,7",63 904,,38187
39041,10 385,"4,6",121 528,,226296
39043,8 335,"11,4",67 925,,74501
39045,13 961,"8,8",82 447,,162898
39047,4 166,"14,7",56 901,,28839
39049,195 678,"15,1",69 762,,1321820
39051,3 393,"8,1",75 383,,42171
39053,5 676,"20,0",51 449,,29068
39055,5 997,"6,4",101 636,,95469
39057,15 145,"9,4",82 769,,168456
39059,5 719,"15,2",56 004,,38098
39061,124 767,"15,6",67 033,,825037
39063,6 286,"8,6",72 658,,74861
39065,4 269,"15,0",58 844,,30416
39067,1 962,"13,9",55 129,,14378
39069,2 444,"9,0",72 122,,27512
39071,6 339,"14,8",59 464,,43391
39073,4 194,"15,2",57 353,,27858
39075,3 505,"8,0",75 226,,44390
39077,7 438,"12,9",61 482,,58218
39079,5 912,"18,4",54 893,,32586
39081,11 626,"18,8",54 272,,64330
39083,7 287,"12,2",68 334,,63183
39085,20 444,"8,9",76 163,,231842
39087,9 583,"17,1",51 062,,56653
39089,18 074,"10,2",76 596,,181359
39091,5 858,"12,9",62 449,,46040
39093,39 513,"12,8",67 124,,316268
39095,74 533,"17,9",57 971,,426643
39097,3 926,"10,0",78 533,,43540
39099,41 912,"19,2",54 774,,225636
39101,10 029,"16,9",59 012,,64642
39103,12 288,"6,8",89 108,,183512
39105,3 969,"18,3",46 393,,21969
39107,3 447,"8,3",72 077,,42348
39109,10 693,"9,8",72 887,,110247
39111,1 823,"13,9",56 384,,13234
39113,74 391,"14,3",62 794,,533892
39115,2 292,"17,0",58 803,,13668
39117,3 783,"10,8",71 835,,35339
39119,11 524,"13,7",58 791,,86113
39121,1 835,"15,9",57 054,,14335
39123,3 917,"9,9",72 780,,39978
39125,1 861,"10,0",66 332,,18757
39127,5 445,"15,5",60 448,,35480
39129,5 369,"9,6",75 916,,60023
39131,5 252,"19,7",55 029,,27005
39133,19 299,"12,4",72 965,,161745
39135,4 221,"10,5",67 605,,40596
39137,2 206,"6,5",81 780,,34334
39139,17 953,"15,2",54 906,,125319
39141,9 783,"13,7",60 352,,76606
39143,6 996,"12,1",62 473,,58667
39145,15 113,"21,8",48 465,,72194
39147,6 258,"12,0",63 221,,54632
39149,4 402,"9,3",72 498,,47671
