fips_full,rural_urban,avg_ratio
21095,rural,1.4040638354078694
21097,rural,0.5017013877294749
21099,rural,0.6063738996218351
21101,rural,0.966887961314329
21107,rural,3.0842165769384513
21111,urban,2.5007531668686274
21115,rural,3.6009801246489173
21117,urban,1.3950053635857533
21121,rural,0.7933702949187827
21125,rural,1.433472583925954
21127,urban,2.3776567253192336
21131,rural,1.105747450594754
21133,rural,1.540762102681788
21137,rural,0.5229500415453868
21139,urban,0.6125773076391468
21141,rural,1.1688667156371075
21151,rural,0.9119462484656498
21155,rural,1.102167002456989
21157,rural,0.3253630601635866
21161,rural,1.293902743241463
21167,rural,0.4511497737219665
21171,rural,0.7009849027195727
21173,rural,0.678214959564412
21175,rural,0.48416302736826566
21177,rural,1.1681428872348794
21179,urban,0.824058453237029
21183,rural,0.29233659602441175
21185,urban,0.31897138644957157
21193,rural,2.177984185822571
21195,rural,1.821564452077152
21199,rural,2.5149137819146024
21203,rural,1.6295285618810165
21205,rural,1.0093423805677928
21207,rural,0.3507000133880089
21209,urban,1.0527978776716447
21213,rural,0.6213922827058352
21217,rural,0.4882538704714053
21221,urban,0.3014527842607587
21225,rural,0.5939369416208113
21227,urban,2.3430884103485585
21231,rural,0.33260961482059026
21235,rural,2.9255159910315873
21239,urban,0.6144369855864955
22001,urban,0.3957495705311705
22003,rural,1.3259493390989385
22005,urban,2.215685680274114
22007,urban,0.02688181441684505
22009,rural,0.29275203956040324
22011,rural,1.2827966251529503
22017,urban,2.697208875302908
22019,urban,2.4636361435732996
22021,rural,0.5069510257686924
22023,urban,1.4235612160268887
22027,rural,1.2438064011499217
22029,rural,0.8395488402929383
22031,urban,0.1703819915160368
