Report_Fiscal_Year,CCN,avg_charge,avg_payment,charge_to_payment_ratio
2018,50191,754041444.0,291111498.0,2.590215258347508
2018,50192,38273190.0,168905756.0,0.22659494209303324
2018,50194,440816719.0,116040856.0,3.7988061635808683
2018,50195,1492462298.0,466626341.0,3.198409877165507
2018,50197,431984633.0,170240326.0,2.5374988591128522
2018,50204,805599161.0,195094437.0,4.129277971160192
2018,50205,90932500.0,30141152.0,3.016888671010318
2018,50211,282709826.0,91336416.0,3.0952585877685412
2018,50222,1409127841.0,401106491.0,3.513101564342423
2018,50224,1546001896.0,1016351375.0,1.5211293397423702
2018,50225,396960855.0,185732039.0,2.1372772147297647
2018,50226,894937781.0,218165374.0,4.102107335328108
2018,50228,2178442085.0,871062385.0,2.5009024870245087
2018,50230,237288029.0,88490584.0,2.681505966781731
2018,50231,2793993305.0,635773496.0,4.394636332874121
2018,50232,248716076.0,83549963.0,2.9768544122515053
2018,50234,216626742.0,108584337.0,1.9950091144360904
2018,50235,1599043161.0,452826118.0,3.5312520577711024
2018,50236,417231844.0,146418938.0,2.8495756744253944
2018,50238,1356142432.0,302177651.0,4.4878978558212435
2018,50239,1737705037.0,449948938.0,3.862004974884506
2018,50242,1335070286.0,453222467.0,2.945728385525954
2018,50243,2765510252.0,568520167.0,4.864401322108245
2018,50245,1028488133.0,361622694.0,2.8440917842396254
2018,50248,811325537.0,259778150.0,3.1231477204684075
2018,50254,542660581.0,261584553.0,2.0745130963447984
2018,50257,39398399.0,30697469.0,1.2834412830582222
2018,50261,293101528.0,147411827.0,1.9883175859424087
2018,50262,3394470453.0,2026970299.0,1.674652290008715
2018,50272,881943976.0,203546911.0,4.332878213022845
2018,50276,346779331.0,544915213.0,0.6363913554382634
2018,50278,1801504120.0,514700509.0,3.500101687290152
2018,50279,125096407.0,70235698.0,1.7810943802395187
2018,50280,1122550082.0,497736155.0,2.2553115153951393
2018,50281,413373736.0,81830726.0,5.05157116655668
2018,50283,728867549.0,296659310.0,2.456917832782662
2018,50289,963095989.0,217497130.0,4.428085966007919
2018,50290,837086454.0,342899916.0,2.4411976058926768
2018,50291,473378815.0,280758187.0,1.686073058307646
2018,50292,1168011038.0,317936965.0,3.673718902110046
2018,50295,707593470.0,281349258.0,2.515000306131961
2018,50296,122939521.0,112236725.0,1.0953591259901783
2018,50298,174978011.0,59801323.0,2.9259889618161123
2018,50300,960083432.0,337879841.0,2.8414936776296162
2018,50301,156468894.0,145525013.0,1.0752027488222935
2018,50305,526286419.0,328962931.5,1.599835022749364
2018,50308,1981872637.0,944048054.0,2.0993344868438233
2018,50309,1391770929.0,738121122.0,1.8855590058564942
2018,50313,181011915.0,127371268.0,1.42113616235649
2018,50315,421760900.0,204741683.0,2.059965971853421
2018,50320,1523257055.0,255594332.0,5.959666801218424
2018,50324,2470526033.0,765865517.0,3.225796145878703
2018,50327,3450230578.0,1049458133.0,3.287630510935304
2018,50329,572338031.0,183882479.0,3.1125207475585532
2018,50334,1185250811.0,547059158.0,2.1665861793323637
2018,50335,318943450.0,256562814.0,1.243139818383813
2018,50336,844228763.0,239675887.0,3.522376712848047
2018,50342,154704186.0,121399413.0,1.2743404780713397
2018,50348,2612697117.0,1246310610.0,2.09634508126349
2018,50350,282657320.0,202278520.0,1.397366957203365
2018,50351,1709181937.0,493452062.0,3.463724378965104
2018,50352,169723788.0,134900394.0,1.2581415292234062
2018,50353,1352675522.0,458943019.0,2.947371385988987
2018,50357,122479951.0,93920122.0,1.304086370330737
2018,50360,1204980910.0,375083507.0,3.2125670351055984
2018,50367,2069714942.0,584734823.0,3.5395787296902617
2018,50373,104873229.0,2920824261.0,0.03590535397843301
2018,50376,65549895.0,766113415.0,0.08556160708920624
2018,50378,133192196.0,97708499.0,1.3631587565376477
2018,50380,2984565911.0,664681000.0,4.490222995692671
2018,50382,865725857.0,478820998.0,1.8080365326835561
2018,50390,544650521.0,169366205.0,3.2158158175652574
2018,50393,538533793.0,151401022.0,3.5570023629034684
2018,50394,661528372.0,387271118.0,1.7081789507473677
2018,50396,1368085508.0,717073668.0,1.907873024839618
2018,50407,56762265.0,83501339.0,0.679776703940041
2018,50414,552018275.0,214620124.0,2.5720713636341017
2018,50417,110121806.0,89125528.0,1.2355809662075719
2018,50423,15691718.0,20209517.0,0.7764519062974142
2018,50424,916003836.0,307236586.0,2.9814282469601454
2018,50426,418489057.0,122583068.0,3.413922198455663
2018,50438,2442668908.0,680578891.0,3.5891047170312547
2018,50441,8225568407.0,5120204039.0,1.6064923085773144
2018,50444,836602429.0,335168473.0,2.496065401115456
2018,50454,8094854832.0,3902331848.0,2.07436352091602
2018,50455,1195688799.0,409828741.0,2.9175328115897075
2018,50457,580843623.0,212923340.0,2.727947171033481
2018,50464,4375162751.0,698417518.0,6.264394346133797
2018,50468,506774264.0,143533773.0,3.530697015816619
2018,50471,1364057193.0,359284320.0,3.7965953899685907
2018,50481,1299376567.0,225221067.0,5.769338474006963
2018,50485,1791016055.0,686809396.0,2.6077337692683518
2018,50488,783653273.0,351946044.0,2.226629014190596
2018,50492,942096399.0,421648422.0,2.2343173835001333
2018,50496,1972713314.0,497136953.0,3.968148620004114
2018,50498,181087655.0,153830853.0,1.1771868352052888
2018,50502,982994236.0,199444485.0,4.928660905314078
2018,50503,948127532.0,322824305.0,2.936976916902214
